contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d
C0024069,P006489,2026-05-02 00:07:06,app_review,NHS prescription,Please fix this: Can you tell me what is happening with my parcel? asap,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0024070,P001435,2026-05-02 00:13:54,app_review,NHS prescription,Not happy. My prescription should have arrived yesterday please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024071,P000890,2026-05-02 00:15:38,live_chat,NHS prescription,One part of my order has not moved asap My phone is 07701883960,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024072,P005191,2026-05-02 00:20:34,phone_transcript,NHS prescription,hello um Can you send the available items now and the missing one later?!!!,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0024073,P001689,2026-05-02 00:50:45,live_chat,NHS prescription,hello You said my meds is unavailable asap,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024074,P001347,2026-05-02 01:02:38,phone_transcript,Online Doctor or shop,hi I am calling because Has my private prescription been dispatched?!!!,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024075,P004873,2026-05-02 01:03:46,app_review,NHS prescription,Please fix this: Why is the pharmacist check taking so long? thanks,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0024076,P002261,2026-05-02 01:09:26,phone_transcript,NHS prescription,hello um Why is my prescription still with my GP? email pat14@example.com,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0024077,P004311,2026-05-02 01:22:06,phone_transcript,NHS prescription,"please can you help, Why have you not received my prescription yet? thanks",prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0024078,P006221,2026-05-02 01:26:40,app_review,NHS prescription,Not happy. My medicines have not arrived at all please,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0024079,P000860,2026-05-02 01:32:58,phone_transcript,NHS prescription,"pls can you help, My medicines have not arrived at all thanks",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024080,P000014,2026-05-02 01:37:55,phone_transcript,NHS prescription,"hi I am calling because You said my meds is unavailable Also, Can the rest of my medication be dispatched separately?!!!",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0024081,P005591,2026-05-02 01:41:54,app_review,NHS prescription,Please fix this: Why have you not received my prescription yet? asap,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0024082,P002187,2026-05-02 01:44:36,app_review,NHS prescription,App issue: Can you release an early repeat please?.,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0024083,P000197,2026-05-02 01:48:47,phone_transcript,NHS prescription,hello um When will you post my tablets? asap,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0024084,P001046,2026-05-02 01:55:56,email,NHS prescription,"Dear team, You said my medicine is unavailable thanks",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024085,P007378,2026-05-02 02:15:23,live_chat,NHS prescription,hello There is a problem with my prescription request asap email alex71@example.com,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,positive,standard,Human adviser,False,False,False,standard_known_intent,True
C0024086,P001357,2026-05-02 02:22:43,phone_transcript,NHS prescription,"hi I am calling cos I have a rash after taking the medicine, what should I do?",possible_adverse_effect,Safety-sensitive,Urgent support,Possible adverse effect or clinical concern,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0024087,P002540,2026-05-02 02:28:47,phone_transcript,NHS prescription,"pls can you help, The app will not let me sign in asap My phone is 07322244682 order no P2U-173532",login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0024088,P005116,2026-05-02 02:55:02,phone_transcript,NHS prescription,"please can you help, Why is the pharmacist check taking so long? thanks",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024089,P000274,2026-05-02 02:56:15,app_review,NHS prescription,Not happy. My medicines have not arrived at all!!!,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0024090,P000671,2026-05-02 02:56:44,app_review,NHS prescription,pls fix this: How do I track my medicine delivery?,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024091,P007282,2026-05-02 03:20:59,phone_transcript,NHS prescription,hello um Why have you not received my prescrption yet?!!!,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0024092,P006368,2026-05-02 03:22:50,phone_transcript,NHS prescription,hello um Royal Mail tracking has not moved and my delivery is late postcode SW1A 1AA,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024093,P007245,2026-05-02 03:25:54,live_chat,NHS prescription,hello My prescription should have arrived yesterday.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024094,P003465,2026-05-02 03:40:42,phone_transcript,NHS prescription,"hello um Please send me the tracking link for my parcel Also, The prescription is ready but has not left the warehouse asap",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024095,P006681,2026-05-02 03:44:32,email,Online Doctor or shop,"Hi support, I returned an item and need a refund update please",refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024096,P005022,2026-05-02 03:46:26,live_chat,NHS prescription,hi - The order is stuck at clinical review.,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0024097,P004587,2026-05-02 03:50:10,email,NHS prescription,"Dear team, There is a stock issue with my tablets.",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024098,P001471,2026-05-02 04:06:41,email,NHS prescription,"Dear team, There is a stock issue with my tablets!!!",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024099,P004169,2026-05-02 04:13:11,email,NHS prescription,"Hi support, My GP rejected my repeat request, can you tell me why?.",gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0024100,P003255,2026-05-02 04:13:14,phone_transcript,NHS prescription,hello um Please send me the tracking link for my parcel thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024101,P001188,2026-05-02 04:15:45,live_chat,NHS prescription,hi - My medicine order has not arrived yet please My phone is 07262956345,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024102,P004948,2026-05-02 04:16:59,phone_transcript,NHS prescription,"hello um One item is out of stock, when will it be available?!!!",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
